,num_points,final_2D--non_robust),final_2D_robust--no_static_filters),final_2D_robust--with_static_filters),triangle--incremental,triangle--dnc,qhull
0,10.0,0.00016045570373535156,9.131431579589844e-05,8.249282836914062e-05,9.298324584960938e-05,3.981590270996094e-05,0.00019621849060058594
1,20.0,0.00012803077697753906,0.00011706352233886719,0.00011134147644042969,7.62939453125e-05,5.984306335449219e-05,0.00018596649169921875
2,50.0,0.00015783309936523438,0.00015926361083984375,0.00014853477478027344,0.000102996826171875,8.20159912109375e-05,0.00029349327087402344
3,100.0,0.00021004676818847656,0.00022649765014648438,0.0002033710479736328,0.00015115737915039062,0.00012874603271484375,0.00046181678771972656
4,200.0,0.00032067298889160156,0.00036072731018066406,0.00030612945556640625,0.0002474784851074219,0.00021886825561523438,0.000835418701171875
5,500.0,0.0005826950073242188,0.0006895065307617188,0.0005960464477539062,0.0005555152893066406,0.0004715919494628906,0.0019330978393554688
6,1000.0,0.0010287761688232422,0.0012269020080566406,0.0010571479797363281,0.0010690689086914062,0.0008292198181152344,0.003487825393676758
7,2000.0,0.0017685890197753906,0.002095937728881836,0.001783609390258789,0.002121448516845703,0.001455068588256836,0.0069081783294677734
8,5000.0,0.0040667057037353516,0.004900455474853516,0.004075288772583008,0.006200313568115234,0.003543376922607422,0.017145872116088867
9,10000.0,0.007758140563964844,0.009557962417602539,0.008301258087158203,0.015066862106323242,0.007390737533569336,0.038048744201660156
10,20000.0,0.015675783157348633,0.02038741111755371,0.017168521881103516,0.041370391845703125,0.01502227783203125,0.08906698226928711
11,50000.0,0.04737424850463867,0.050449371337890625,0.04464435577392578,0.12751984596252441,0.04319906234741211,0.2687056064605713
12,100000.0,0.10042309761047363,0.1028757095336914,0.08936738967895508,0.4765009880065918,0.0957651138305664,0.6270842552185059
13,200000.0,0.18414092063903809,0.20687484741210938,0.17939043045043945,1.7287652492523193,0.18594789505004883,1.3579249382019043
14,500000.0,0.4730706214904785,0.5509350299835205,0.4932117462158203,8.5428147315979,0.5490548610687256,4.1676599979400635
15,1000000.0,0.9356586933135986,1.1188833713531494,1.0157811641693115,23.72761869430542,1.238158941268921,9.222421169281006
